target,text
1,gent trying contact last weekend draw show prize guaranteed call claim code k52 valid 12hrs 150ppm
0,nope drivin neva develop da photo lei
0,kind missed train co asthma attack nxt one half hr driving sure park
0,work ah den 6 plus lor u workin oso rite den go orchard lor place go liao
0,meet 5 4 depends wan 2 lor
1,hard live 121 chat choose girl connect live call 09094646899 cheap chat uk biggest live service vu bcm1896wc1n3xx
0,love as enjoy doggy style
0,first time history sold price india lt gt lt gt lt gt shesil lt gt
0,jokin lar depends phone father get lor
0,fujitsu series lifebook good
1,like tell deepest darkest fantasy call 09094646631 stop text call 08712460324 nat rate
1,get garden ready summer free selection summer bulb seed worth scotsman saturday stop go2
0,sir goodmorning free call
0,glad went well come 11 plenty time claire go work
0,sorry guess whenever get hold connection maybe hour two text
0,message text missing sender name missing number missing sent date missing missing u lot thats everything missing sent via
0,yet chikku wat abt u
0,good afternoon love go day sleep hope well boytoy think
0,u attend ur driving lesson many time wk n day
0,reach 9 telling dont know
1,hello need posh bird chap user trial prod champneys put need address dob asap ta r
0,good day mine really busy much tomorrow night
0,ugh wan na get bed warm
1,urgent call 09061749602 landline complimentary 4 tenerife holiday cash await collection sae c box 528 hp20 1yf 150ppm
0,thanx lot
0,ok thk got u wan 2 come wat
0,r meeting
0,hows watch resizing
0,sent type food like
1,congratulation thanks good friend u xmas prize 2 claim easy call 08718726978 10p per minute
0,got meh
0,eh den sat u book e kb liao huh
0,camera quite good pixel 3optical 5digital doom lovely holiday safe hope hav good journey happy new year see couple week
0,dad gon na call get work ask crazy question
0,k fyi back parent place south tampa might need deal somewhere else
0,ok said got wisdom teeth hidden inside n mayb need 2 remove
0,hhahhaahahah rofl wtf nig leonardo room something
0,dun b sad dun thk abt already concentrate ur paper k
0,u want 2 meet 2morro
0,show wot say could u c 4 dust
0,u switch fone dammit
0,shall send exe mail id
0,meet corporation st outside gap see mind working
0,wahala remember friend need
1,free msg billed mobile number mistake shortcode call 08081263000 charge call free bt landline
0,babe answering ca see maybe better reboot ym got photo great
0,hi dear saw dear happy battery low
0,probably around mu lot
1,january male sale hot gay chat cheaper call national rate cheap peak stop text call 08712460324
0,told accenture confirm true
0,tot u reach liao said
0,dunno dad said coming home 2 bring u 4 lunch yup go w u lor call u reach school lor
0,let know change next 6hrs even appendix age range however impossible chill let know 6hrs
0,k need login anything
1,receiving week triple echo ringtone shortly enjoy
0,could read love answered
0,1 cbe 2 chennai
1,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munsters exorcist twilight pobox36504w45wq 150p
1,urgent urgent 800 free flight europe give away call b4 10th sept take friend 4 free call claim ba128nnfwfly150ppm
0,eatin lunch
0,ok prob come lunch
0,lol oh got friend dog
0,great safe trip dont panic surrender
0,send resume
0,got room soon put clock back til 8 shouted everyone get realised wahay another hour bed
0,never try alone take weight tear come ur heart fall ur eye always remember stupid friend share bslvyl
0,u awake snow
0,job profile seems like bpo
0,think asking gym excuse lazy people jog
1,customer service announcement recently tried make delivery unable please call 07099833605
0,somewhere beneath pale moon light someone think u dream come true goodnite amp sweet dream
0,darren saying dat u meeting da ge den dun meet 4 dinner co later u leave xy feel awkward den u meet 4 lunch lor
1,registered optin subscriber ur draw 4 gift voucher entered receipt correct an 80062 whats no1 bbc chart
1,hack chat get backdoor entry 121 chat room fraction cost reply neo69 call 09050280520 subscribe 25p pm dp bcm box 8027 ldn wc1n3xx
0,evening da urgent
0,sister going earn da
0,hospital da return home evening
0,thats cool gentleman treat dignity respect
0,captain room
0,er yep sure prop
0,getting back time soon
0,sing hu think also important find someone female know place well preferably citizen also smart help navigate even thing like choosing phone plan require guidance doubt ask especially girl
0,abeg make profit start using get sponsor next event
0,jordan got voted last nite
0,hello boytoy geeee missing today like send tm remind thinking loved loving kiss
1,today voda number ending 7548 selected receive 350 award match please call 08712300220 quoting claim code 4041 standard rate app
0,alright sure let know leaving
0,u see posted facebook
0,okay going sleep later
0,antha num corrct dane
0,lovely night wake see message hope smile knowing great morning
0,eh u send wrongly lar
0,raji pls favour pls convey birthday wish nimya pls today birthday
0,happened interview
1,forwarded 21870000 hi mailbox messaging sm alert 4 message 21 match please call back 09056242159 retrieve message match
0,holding
0,wan na gym
0,cramp stopped going back sleep
1,u win music gift voucher every week starting txt word draw 87066 tscs skillgame 1winaweek age16 150ppermesssubscription
0,awesome think get 8th usf time tonight
0,come karnan car please wait till 6pm directly goto doctor
0,tell u headache want use 1 hour sick time
0,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni8
0,friend help u problem give stupid suggestion land u another problem help u forgt previous problem
1,hi babe jordan r u im home abroad lonely text back u wan na chat xxsp text stop stopcost 150p 08712400603
0,hi mate rv u hav nice hol message 3 say hello coz havenåõt sent u 1 age started driving stay road rvx
0,called said choose future
0,yup anything lor u dun wan ok
1,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 day
0,oh getting even u u
0,point hangin mr right makin u happy
0,7 esplanade mind giving lift co got car today
0,hurry like three day
0,got gas money chance gang want go grand nature adventure
0,good stuff
0,waiting e car 4 mum lor u leh reach home already
0,need go get
0,probably lt gt
0,making easy pay back lt gt yr say pay back earlier get
0,unlimited text limited minute
0,haha mayb u rite u know well da feeling liked someone gd lor u faster go find one gal group attached liao
0,enjoying semester take care brother
0,enough trouble sleeping
0,tired special
0,road cant txt
0,one teach ship car
0,work please call
0,make life stressfull always find time laugh may add year life surely add life ur year gud ni8 swt dream
1,urgent mobile 07xxxxxxxxx bonus caller prize 2nd attempt reach call 09066362231 asap box97n7qp 150ppm
1,ringtoneking 84484
0,omg could snow tonite
0,wot student discount u get book
1,2nd attempt contract u week top prize either cash prize call 09066361921
0,go 4 e normal pilate intro
1,1 new message call
0,drug able eat
0,zoe hit 2 im fucking shitin il defo try hardest 2 cum 2morow luv u million lekdog
0,tomorrow onwards eve 6 3 work
1,specially selected receive award call 08712402050 line close cost 10ppm c apply ag promo
0,going film 2day da 6pm sorry da
0,thanks honey great day
0,walked hour 2 c u doesnåõt show care wont u believe im serious
0,u gon na get deus ex
0,hello wats talk email address
0,u sure u ca take sick time
0,cool breeze bright sun fresh flower twittering bird waiting wish u amp nice
1,tddnewsletter game thedailydraw dear helen dozen free game great prizeswith
0,well leave class babe never came back hope nice sleep love
0,1 reach home call
0,ok ìï finishing soon
0,fran decided 2 go n e way im completely broke knackered got bout 3 c u 2mrw love janx dad fone credit
0,yoyyooo u know change permission drive mac usb flash drive
0,normal
0,free call sir waiting
0,please give u connection today lt decimal gt refund bill
0,ya tel wats ur problem
0,problem spending lot quality time together
0,hahaha use brain dear
0,like dis sweater fr mango size already irritating
0,thanks message really appreciate sacrifice sure process direct pay find way back test tomorrow class wonderful day
0,uncle timi help clearing car
0,searching right word thank breather promise wont take help granted fulfil promise wonderful blessing time
0,kind took garage centre part exhaust need replacing part ordered n taking fixed tomo morning
0,love girl office may wonder smiling sore
0,wan na art
0,hello boytoy geeee miss already woke wish bed cuddling love
0,g say never answer text
1,tkts euro2004 cup final cash collect call 09058099801 b4190604 pobox 7876150ppm
0,shall start hear
0,honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack joke
0,mum hope great day hoping text meet well full life great day abiola
0,working
0,get class bsn like lt gt minute know advising
0,nice new shirt thing wear nudist themed mu
0,reach ten morning
0,ready big day tomorrow
0,r u scratching
0,solve case man found murdered lt decimal gt lt gt afternoon 1 wife called police 2 police questioned everyone 3 wife sir sleeping murder took place cooking picking vegetable went 2 post office went 2 play went 2 marriage police arrested murderer immediately reply reason u r brilliant
0,money money aint thing sha
0,think rule tamilnadu tough people
